boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,grade,inspection_type,latitude,longitude,council_district,census_tract,inspection_year,violations,vermin_types,critical_flags
Brooklyn,11220,Chinese,2024-08-20,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not A,Cycle Inspection / Re-inspection,40.639549141438,-74.0089286781,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Re-inspection,40.640954752743,-74.003855483284,38,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-22,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",A,Cycle Inspection / Re-inspection,40.640954752743,-74.003855483284,38,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-28,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",A,Cycle Inspection / Re-inspection,40.638495364319,-74.005433508117,38,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-28,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Re-inspection,40.638495364319,-74.005433508117,38,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.638495364319,-74.005433508117,38,010600,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-30,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Pre-permit (Operational) / Re-inspection,40.637174589077,-74.012333241907,38,010200,2024,1,0,0
Brooklyn,11220,Chinese,2024-08-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Re-inspection,40.637174589077,-74.012333241907,38,010200,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-09,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",A,Pre-permit (Operational) / Re-inspection,40.641758846533,-74.006633673453,43,009800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-09,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",A,Pre-permit (Operational) / Re-inspection,40.641758846533,-74.006633673453,43,009800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.640698050495,-74.018553090569,38,012200,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Not A,Pre-permit (Operational) / Re-inspection,40.640045985932,-74.008413486357,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Not A,Pre-permit (Operational) / Re-inspection,40.640045985932,-74.008413486357,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Cycle Inspection / Initial Inspection,40.635536068569,-74.011219622742,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Not A,Pre-permit (Operational) / Re-inspection,40.640045985932,-74.008413486357,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not A,Pre-permit (Operational) / Re-inspection,40.640045985932,-74.008413486357,43,010000,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-26,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Not A,Pre-permit (Operational) / Re-inspection,40.642052697486,-74.002738519342,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-26,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Not A,Pre-permit (Operational) / Re-inspection,40.642052697486,-74.002738519342,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-26,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not A,Pre-permit (Operational) / Re-inspection,40.642052697486,-74.002738519342,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Pre-permit (Operational) / Initial Inspection,40.640372835944,-74.004489616932,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-09-30,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Pre-permit (Operational) / Initial Inspection,40.640372835944,-74.004489616932,43,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-01,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Pre-permit (Operational) / Re-inspection,40.641028000405,-74.014567977722,38,007400,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-03,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.635536068569,-74.011219622742,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-03,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",A,Cycle Inspection / Initial Inspection,40.635536068569,-74.011219622742,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-17,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,A,Cycle Inspection / Initial Inspection,40.636472043894,-74.011172941552,38,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",A,Cycle Inspection / Initial Inspection,40.63669155578,-74.011875568196,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Initial Inspection,40.63669155578,-74.011875568196,38,011800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-17,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,Cycle Inspection / Initial Inspection,40.636472043894,-74.011172941552,38,010400,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-25,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",A,Cycle Inspection / Initial Inspection,40.641517450391,-74.003297006606,38,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.641517450391,-74.003297006606,38,010800,2024,1,0,0
Brooklyn,11220,Chinese,2024-10-25,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.641517450391,-74.003297006606,38,010800,2024,1,0,0
